,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20
0,3,-1.8693504011091444,3.5590789434646837,-1.1456111248225302,-3.840055735886161,0.6270023377017792,-1.4865026989146848,-1.1168601860550373,-0.5010745285398003,1.2461454782087173,0.1661201535898026,0.20470942471391582,-0.7319504506216761,-0.9386751367592439,2.816731950249879,1.0726565044892709,2.3670809407035267,-1.1874793151118188,0.7481562849310773,-0.18598824524117752,0.22679493781219898
1,3,0.6193407467482149,2.4867621530379154,0.009735066080739247,-4.773802684611617,-0.377366279244667,1.4286852838313326,-0.27826603491870444,-0.67474473430576,-0.7697951845583478,0.20731304724323493,-1.4204036910006868,-1.1883522149034984,-0.8409434881228287,0.8249767821703266,1.9911455003644984,0.3332736010907191,2.8799393456055804,0.25697481886841217,0.07470026572131516,0.4673224592903173
2,2,5.821832276694799,4.911420016744649,1.8034472398043555,3.6349877250033957,0.03814136353733837,0.8506191243109511,-1.2535468729948072,0.49098552465653045,-0.7572180238153461,1.4098167162845436,1.3168302410409116,-0.13074045104364365,-0.9875958738670323,-2.987699275129897,2.098420853739537,0.9267761766819042,-0.12193648855918768,-0.15670621149082967,0.13140075115455963,0.5185525492993485
3,2,1.0760232304527455,-3.2962509801866027,0.7649345429027828,-5.657997839780652,-0.25058344431911106,1.3525936826316023,0.5179060926351865,-0.5421371556348785,-0.035795162998813655,1.001278293165805,-2.3476944922493628,0.018713126276394803,0.4804541935039843,1.7336114763161046,-0.39713736493120594,0.1770948191204573,1.0151413149135449,-0.012717597853745516,0.04250041697962335,-0.16103923225438901
4,3,0.23178519451516283,1.8667739008404591,-3.300366110902691,-7.6535159622963125,-0.09780302335007754,-0.8225675086699121,0.8944971792978547,0.640398328317585,-3.119907910853728,0.5927072734936438,0.5129478297791157,-0.4218805034604337,1.3187673833171298,-1.513659285026686,0.8552969662053717,-0.21902916697192146,2.7046549450545,-0.44243973800239617,-0.03223698627892888,0.09641657859088638
5,1,0.9017652565497921,-4.402662427495012,-0.3650289196457054,-3.9663501361052105,-0.08148253998269958,3.1098840353782595,0.7230075504440056,0.3558477755344032,0.2701308811401015,0.612254302001301,-1.7457549550699216,0.20025520617356882,1.4002489579800108,-0.35579695809295614,-0.46544816470205846,1.0726337457707427,0.7248088693585275,0.12474222279592725,-0.14281460682887565,1.8601365048637146
6,2,3.1429770535037482,-1.7123987389489739,0.11489650701686091,-3.2523618779374828,0.6212304810967908,-2.398983182833241,-0.27597274516305387,1.2615683198659813,-2.007966549002484,0.9690698183998185,2.405811677695691,-1.0488379686337304,0.16577562817515734,-1.4129562436859766,0.7649152076199202,-0.9904292460124492,-0.585421827692925,-0.30730351400151923,0.1794342043375956,0.568088296838838
7,0,4.182011094855837,0.7550521628731421,2.933773054431755,-11.944313488056,-1.0245821254360858,0.05588636961029961,-0.05363006795678358,0.5627350453678642,-1.224878941046234,1.7266435432935108,1.989697247981773,-2.1428860298424572,-1.9335190596365248,3.096125607079698,0.47265147633442994,1.1655375880816945,5.563300337127434,0.19191630012729255,-0.08555323377845274,-2.4763570580099303
8,2,-0.3142117818268145,-2.56429268742543,1.347301609728644,-4.402680363733217,-0.4118869329356046,0.33403489125192537,-0.8926403408732257,1.0881446769292737,-2.1956978199857753,-0.00239808127381092,0.09037545324478494,-0.8464798227525396,-0.5439624668962145,2.532147149041835,0.52233173416767,0.3291804763402771,1.9729097291036979,1.1937588338584042,0.026528180639066642,0.19912828996347234
9,2,3.1814164063343866,2.9789058010140383,1.617560861668822,-1.8425920952823107,-1.1077789344341453,1.654649195358681,-1.1376827613815592,-1.3323733039915884,-1.2389730387408602,0.6410408325784597,2.617707732729062,-0.4961121460313789,-0.8203276775471474,-0.7105203628848599,-0.8698348405740851,-0.5571090223919201,4.394630605169123,0.3577370094084528,-0.10508832256195612,1.8847174415109578
10,1,5.889829258383793,0.5033566061572314,3.6275243048760437,7.854224081132298,0.613470860932474,-1.2561822378637464,0.5025509693722144,-0.32116501413844967,0.5619462293433667,0.09794022059572997,3.151611598802557,-1.7916740394900141,-1.93680360760663,-3.7428128035820105,1.658188606396739,-0.8473871392144058,-1.4102929548159127,0.8974050723876871,0.11066741293748025,0.7008516539693229
11,1,4.641912627152909,-0.2906418615227987,2.4443418914145436,2.321201603402205,0.1793970818838431,1.9936072545022345,0.13509182317043025,0.36553340047415595,1.8719404170615008,0.7417956454138269,1.20081700081772,-0.8887662794830408,-0.8792666498717788,-1.9682838401775615,0.1724240354727073,-0.1573396156188853,-0.19187877001306672,0.416734342350832,0.173522009464369,-1.3023541719347635
12,0,-2.332308933553662,-6.100953925775236,-2.950883038912442,-14.075876287530328,-1.2237812799241046,-0.16968417023719645,0.03721568579653985,0.426968926127945,-0.3217850467750426,-0.4493479040533241,-0.5058352366528883,-1.0484117757725817,2.3125505457281905,0.4094329225626475,-0.0804276235321543,-0.7212196199850219,7.342021860834907,0.20377871432419062,-0.061617378187533545,1.2048316292624401
13,2,2.4459636528496502,2.196218861128222,1.1381998911396032,7.680872314996846,-0.10444713688608041,-0.833491736968076,-0.6181177816721305,1.0207446874167034,0.3858306467557314,0.16861293303658675,-1.8411671518889856,0.9430243390018608,0.009291237036363179,-2.698372028462488,-0.6861742386256067,-0.17603661601335993,-0.8960317452026416,-0.11317563730534547,0.13338492398193333,1.9191712178322906
14,1,-1.6389669923552275,-0.2245892323558532,0.029185369945860483,-7.438035846057942,-0.709843124797893,-0.37767564187506875,1.7210667161371558,1.018538505434485,0.009423286808968976,-0.8980748191421231,0.5599009429902891,-2.2556344477938945,-1.0846375020018562,2.1790967691029146,-0.429554945835465,-0.8908883992169727,5.0088858152111815,0.24637941811145442,0.06643926845698743,1.2244905639941375
15,2,4.711726366614371,1.765128066671586,2.400605048952997,8.20149573176733,-0.506531020064291,0.7252214430624768,-0.388671918181531,-0.21513322710203275,8.702638171404349e-05,0.5850942848199264,0.9410392022381678,0.931271028295218,-0.10347058507475707,-3.7245710218380457,-0.7288004626715432,-0.3668650477839626,0.32839340291540997,0.03276519050635469,-0.004298574853715402,-0.8066775617366378
16,2,-0.9572379809247573,5.935649638294494,0.9843519349796497,6.431587519258372,-0.9536867292363297,0.19253399560065002,-0.7581256445323394,0.5540617268067493,0.08860267287371769,-0.3276351460628057,-2.1380920714793663,1.6118203531315751,-0.7112323071223142,0.8312365134095886,-0.7719600568558388,-0.7262454281102215,1.070262828021168,0.23365056162283354,0.010702482889118516,-3.1225986789647044
17,3,-0.29093505819201754,1.8796811400192193,-4.334640532511439,-10.137283170268278,-0.12850386772438105,-1.8883769011365494,1.184140245663049,-0.01727953285026628,0.6671105934365656,-0.2354053591971443,-1.875720306745767,-1.9760528915561972,1.0965484466459674,-2.67002582706022,0.27209258120447094,-1.3281728528320869,4.92324186682394,0.7054268440608142,0.26632201481122825,0.3467942558110707
18,1,-0.4911324496986645,-2.2282808360554895,-0.07612026308162487,6.313681140910621,0.4690251220361087,-1.540928377782624,-0.09248055633429624,1.7815289553451765,0.10454209766258607,-0.6214478712732778,1.7790870164828985,0.722728873998014,0.819874586471968,-1.6411119192122663,-0.19617272938952426,-0.12813682059720222,-2.4976869429048665,0.07508230385410092,-0.05709886864106112,-0.5646526740900304
19,2,2.21885895841663,-1.400830231917264,4.014046973641736,4.207026907869217,0.055804095306673365,0.8977479228156369,0.6809776726776536,0.6770937400619652,0.9226434496603482,1.8220952771961403,-1.515368542152804,2.254745411475766,-0.5004168082803232,3.5776072914457866,-0.5355227436054553,1.6424263664054433,-4.154450213466564,-0.1621792412944183,0.018962296792939117,-0.15457657486858586
20,1,1.2583103467511099,-5.398865115171758,-1.0891037579526206,-2.2774427418921186,0.49475664824807436,-1.8096620473555323,1.4982387938296782,0.07441476126126226,-1.063964626936165,0.1276833751729587,-3.3661168501252496,-0.5294699864823559,1.6122296104952922,-2.4716071003847437,0.027307901433867073,1.2001567839753895,-0.2614802068118759,-0.49366145943104855,0.3743200007984486,-1.4885845929256933
21,1,1.2124065030302555,-1.8056460672527677,-2.446249788677856,-11.11248944765133,-0.18327368366547755,1.3006244789066594,1.1826894321436918,0.07368588552200926,1.5382439476976737,0.5109705423413315,-1.4063203851026416,-1.696803469291634,1.1495673739160484,-1.5039435553619327,-0.8897745494084571,0.23479673040924628,4.240873143162999,0.0663603124860471,-0.012451245206353946,-0.056183047503565675
22,0,0.4911600535323485,3.248730055607595,0.20012950259718917,1.6105363748689054,-0.047954076823254234,-1.8894827155028566,-0.4507555035837582,-1.0041539324154685,0.5615010919440181,-0.8772258160493536,2.8417006543951224,-1.6313872637767735,-1.2921505547523624,-1.3302539158379894,1.9987999288855531,0.21736935512893144,1.8438684192456891,-0.09399226058018002,-0.09538329168938932,0.31415211054338227
23,2,3.5905733580062043,1.6591598674672452,-1.854711387934983,-7.011379193842789,-0.2800328660971846,0.7486498947255802,-0.3872178292858659,-0.15160320147373962,-0.45273318961387066,1.6562369879829697,-2.51894137181465,-0.04955381807655446,1.3354645569110806,-2.666390685568258,-1.2192927459453224,1.8078105019780448,2.773975886398112,-0.11655274534648247,-0.10269493635727883,0.8606382397922606
24,3,2.645876165446135,-3.028267956157579,0.5964313788717731,-2.4018415286423744,0.6386776510837989,-0.34787053146801455,-0.9828333452522394,-0.5275716337511862,-0.255498098250215,1.3491064013928833,-1.2029720522224276,0.02807464989103891,0.5656865038258417,-0.099221250441373,1.890728528026217,2.0693183628046814,-2.0677782062954857,-0.14835511267322882,-0.07619848207386332,1.0136187508821852
25,3,0.671341740498239,2.334635540475352,-0.2555089420199043,-4.23141719766778,-0.48434088877632553,1.9149740952609633,0.6502813805691181,-0.12186355684359144,1.2377866031874771,0.7750989590876112,1.1057886104360617,0.1033843852360652,-0.029192301057086853,0.9726807046610814,0.5251464049195385,3.216475170300611,2.067843442339846,0.21356175913314,0.2855878068786731,-1.2198908464451297
26,1,0.8253943124990387,0.7682834300096474,2.722796254177607,8.429826172967417,-0.09258462299486347,1.6759555034052454,1.2153770437319622,0.3507232728442225,-0.07948536512965164,-0.48820332004374634,-2.626666870899401,0.39482390779624055,-1.1133335332811387,-0.03773769886471296,1.1775687739472593,-0.24704628792357006,-1.3793480382209318,-0.3385990123721992,-0.09777694095898237,0.03359556835307675
27,2,-2.1445080021453333,6.102457307538792,0.2399446949838732,2.1034196803732335,-1.2549686012961285,0.403699766219531,-0.522027395612691,-0.7024175670040205,-0.436873626193344,0.36455260623851754,3.646862063291603,2.545209727004661,-0.10360776492466957,3.055640181584438,-1.6690447462275875,2.4335944108003655,1.5020322303123832,-0.004405224929836146,0.1766025853138491,-2.9871536037457926
28,1,-0.06534854425735934,-1.844566346532791,-0.4857861251304076,-1.037939200156958,0.01635413159909295,-0.1731731659570986,1.4012894656523172,-1.2557940640637806,0.6028933396793558,-0.23655737168394012,-3.6858993131015163,-0.35687000074693864,0.5581544463311651,-0.7089082520156982,1.3221077796034955,3.366325140695149,0.7255543635629295,1.0217967524574028,-0.22200771610419903,-0.08197630475602886
29,3,-5.595050432906447,3.7507293524409953,-2.744041276296479,-5.797045813117732,0.2850425013324433,0.6615934099146126,-0.3440730541581818,-1.5654638066849509,-0.7834345497877435,-0.6440899232921677,-0.27509301702217487,-0.3359889845836208,-0.4399130372660565,4.552008506278336,0.8848303829300391,-1.17430198295574,-0.05160301820005732,-0.09261055287201767,0.1657544981138279,0.08725852381765732
30,0,-0.8196174395484186,-2.5048166536584766,-4.600421450307339,-23.26788038722259,-0.5421994164248447,-1.4789095852894134,1.0360018913776026,0.42072328839752715,-0.7847475694152045,0.4399023194514627,-0.30345452479521384,-3.3484943903366235,1.3145205995829337,0.6385714583385698,1.6754973865384726,1.1203582261519807,8.337684787104303,-0.05446369553075746,0.03786175616001401,-1.0652299265150986
31,3,-1.0418118948984412,-1.9429872907001173,-2.9021388728058946,-13.736800271399678,0.11008359789663794,2.3549761746520113,-0.3422793958831226,0.1919718279512183,-0.2260289716090269,-0.04972403940210617,-0.06295631471996596,-2.5943502628814556,0.5041416129373467,0.6359670574715214,0.3647813269363339,0.9971563045480575,4.027510137193317,0.13842287857336272,-0.027701748397659928,-1.3754774424196465
32,0,3.0974430268929156,1.049303826478311,3.4556733199646965,1.5565773433321433,-0.44350829793559876,-1.068434470210415,0.05067287295408349,1.3045059127675709,-0.15897439578148198,-0.043743781377955974,-2.0926457786797554,-1.633879853882946,-2.1433401780088084,0.09103990617319967,-0.22222579336245155,0.8087924120020972,2.1528390896585607,-0.0665892255079199,0.24960811518839027,0.3525436037463271
33,1,-2.2017847837440474,0.15746702186214073,1.312520028052228,9.441757914440466,0.5156048970234379,-1.7523739932066593,-0.7944415354801544,-0.6375989457427022,-1.930742901686955,-1.448779338458768,-5.532871527543918,0.19125821444471852,-0.9547178814555284,0.6530181328142309,3.0215326522111505,0.0644043346378024,-3.194130467701149,0.08427293996597973,-0.2123575895354402,1.0500965163877962
34,3,1.4872180490691291,-0.7560363387449056,1.1806258492429242,-4.096329170585327,0.035669485985986425,0.1157342157435816,1.2894418879982694,0.02599398210280794,-0.13018303918429638,0.7293902755703889,0.6542121259797886,-0.8566405293793519,-0.6705561987576548,1.5350280210249734,-0.8948881150701332,2.1150929306747708,0.61322053361593,0.39160066909040014,-0.15027022216593788,-0.789041364217071
35,2,6.170003440298565,3.472664474103803,2.566206027823913,9.57807676843107,0.24208962688530614,0.5156908057463481,1.0888027968029128,-0.16606073763552434,-1.0378405101774617,0.768520888863097,1.8539396422087018,0.05624107541920567,-0.9180511625547446,-4.702498512195257,-1.500030384009776,-1.0804559433568177,-1.4913359514405427,-0.29515587427799755,-0.1667182767857609,0.16423784103775832
36,2,0.9625582027375315,0.739524081257196,3.9567913298531003,14.749337013029011,-0.6516759137044292,0.5564949997168587,0.22253646795658447,0.21349035530023816,0.5407361019447422,-0.804753123708905,-4.046714895798633,1.7749032474279265,-0.8559700221471012,-0.8305659482810002,1.8246774266110657,0.8574493242742591,-1.4543468167007894,0.6488672616994299,0.20650706466875376,0.6775657100383555
37,0,2.0332623402877403,-2.9481049805653465,0.03236779917237318,-3.4869142415053243,-0.2646789972443599,-1.1480124046406426,0.32739678538203393,-1.48344499789024,-0.756974132891909,0.7446097009461059,1.3020833516058394,-0.007446086851352824,1.038719033941924,-1.0707909293739544,-2.3852900726986186,0.10368908858258913,1.5479393416128426,0.17447002257810568,0.12915329385406654,-0.08193641124243278
38,2,0.08878654411671331,-1.3098244589889056,1.8701316623365662,-2.236349082980809,-0.35556576288101416,-0.4381803492779222,0.04408025674213702,-1.2884391991867725,-2.53474825720837,0.05863728255556093,-2.7036094746010786,-0.6469984279837468,-0.9234506300665084,2.474297329500367,-0.17425602074744212,-1.3157415773694616,1.2773598954942982,0.5606598031693198,0.035545683531525304,0.028813484646142796
39,0,-0.6391756355804686,3.252451431185689,-0.7068481975257435,4.9658250085434,-0.11993992181104121,-0.4978043750515456,-0.17346322077946466,-0.6384823368927202,-0.1095110568336864,-0.8209874806423648,-0.9898343547474857,0.21342289301118006,-0.04530866770160235,-1.7965187946040908,1.6588552833706205,0.5477164706271018,0.4046278790648149,-0.6215375076780848,0.18430453722033532,-0.24990785807938107
40,1,1.4170491764296007,-4.4431030033693215,-1.6576696716080233,-7.881251045712224,-0.26514934747768065,-1.9172353489675584,0.013965048889467459,-0.3240800358396729,0.5531755190761154,0.563519321680109,0.9436426215746418,-0.636087987692601,1.8501787619983194,-1.8313765352663698,-1.0895084449713401,-0.04571886567102351,3.0830426834795337,0.21076332478390658,0.027927607083000638,-1.3291446720672504
41,2,-3.532080921534828,0.21623626140974941,0.776967208939492,-1.317909884990108,-1.0454202482996466,1.2437397401352934,0.9450909087450332,1.2202996391232488,-0.17731256117944943,-0.442137875726236,-2.138706248226855,1.0835740833688878,-0.20818934179623935,4.436698518476972,0.3457710478084087,-1.201986024514852,1.991886534846577,-0.5909730974588205,0.14790317470938708,-0.37526011670806747
42,3,3.131835306366787,3.3107040401323182,1.577455554196693,-0.8796859276581069,0.13632883423418973,-0.7747603058572015,-0.45304387029575,0.9309635282710255,-0.1772925341213898,0.886530521752189,-0.9984196051950691,-1.0315271975290634,-1.5119254875252726,0.12319083579576863,-0.6497571738837182,0.6582915178579418,0.29454942788684435,0.0008078726772867855,0.07940339667051993,-0.20452448172018928
43,3,-2.0394007510011525,-0.9467525009303681,-2.584565610266894,-9.898711221426764,-0.20851694801443707,-0.8441939839956122,-0.39593658846401925,-0.18111493042582408,-0.7674538466146121,-0.5306964478158698,2.8968570833372778,-1.8060636554792693,0.485216857505087,0.6906721624887173,-0.8295199541439129,0.8580729005219889,3.981704623357057,-0.38249993778856156,0.07153498071822542,-1.4570734962404344
44,0,0.9356466788217688,1.7324756123128182,0.12101219234221786,12.650912690212898,0.32132848589689045,0.18238878052014035,0.38948721351062615,1.4932073059888982,-0.978578793496087,-1.0980582281026525,-0.2576288477912606,0.7601505020586194,0.3298960349010016,-4.694878302273121,1.1372075855167434,2.2974198257217395,-2.1070004932214244,-0.19535610838074816,0.08812273028276701,1.85323246092101
45,3,-1.588876132226587,2.5965088996110697,-1.3994081004752066,-8.011018990767093,0.42908535812477205,-1.1212308644143532,-0.295102584149863,-1.087586867422226,0.4375191620050346,0.6706154546610233,0.26792337985634196,-0.7956751123448379,-0.5989505983660323,3.5204994119079416,-0.050169301469683084,-0.5169769525209369,-0.10176186953554725,0.09122529746894001,0.0828272498460426,0.6391082503285345
